DIC,TPN,HCO3,TN,Mg,Si,TP,TSSD,Na,TOC,UV280,TDS,Fe,SO4,CO3,UV250,specificConductance,TDP,NO3NO2,Cl,NH4,K,PH,NO2,OrthoP,Mn,TPC,DOC,F,ANC,TDN,Ca,Br,TSS
0.2,0.1,8.1,0.2,0.8,0.1,0,100,3.8,2,0,20.6,0.1,2.5,0,0,29.4,0,0,2.4,0.1,0.2,5.3,0,0,0,0.3,1.8,0.1,0.2,0.2,0.6,0,4
0.4,0.1,5.8,0,0.8,0.1,0,0,4,1.4,0,17.2,0.4,3.4,0,0,26.5,0,0,3.8,0,0.1,5,0,0,0,0.3,1.4,0,0.1,0.1,0.7,0,0
0.4,0.1,1.5,0,0.8,0.1,0,0,3.9,1.4,0,21.1,0.3,5.8,0,0,31.6,0,0,4.8,0,0.1,5.5,0,0,0,0.3,1.3,0,0,0.1,0.9,0,0
0.3,0.1,5.2,0.2,0.8,0,0,0,3.9,1.4,0,17.6,0.3,3.4,0,0,25.8,0,0,3.9,0,0.1,5,0,0,0,0.3,1.4,0,0.1,0,0.6,0,0
0.4,0.1,0.6,0.1,1,1.6,0,100,4.2,1.6,0.1,21.4,0,5.5,0,0.1,31.8,0,0,6.8,0.1,0.2,5.5,0,0,0,0.3,2.2,0,0,0.2,1.2,0,4
0.3,0.1,2,0.1,1,2.6,0,100,3.9,1.4,0,21.7,0,5.7,0,0,32.5,0,0,6.5,0,0.1,4.9,0,0,0,0.3,1.6,0,0,0,1.8,0.4,4
0.2,0.1,5,0.2,1.9,1.5,0,100,3.7,1.4,0,26.5,0,5.8,0,0,39.5,0,0,6.6,0,0.1,5,0,0,0,0.3,1.4,0,0.1,0.2,1.7,0,4
0.3,0.1,1.1,0.1,0.8,0,0,0,3.5,1.6,0,21.4,0,4.7,0,0,27.6,0,0,5.1,0.1,0.3,5,0,0,0,0.2,1.2,0,0,0.2,0.7,0,0
0.2,0.1,3,0.1,0.9,0,0,100,3.5,1.5,0,22.8,0,4.9,0,0,31.1,0,0,5,0,0.2,5.4,0,0,0,0.4,1.2,0,0.1,0.2,1.3,0,4
0.2,0.1,0.7,0.1,0.8,0,0,0,3.4,1.5,0,19.4,0,4.5,0,0,26.9,0,0,5.1,0,0.1,4.9,0,0,0,0.4,1.2,0,0,0.2,0.7,0,0
0.3,0.1,3.8,0.1,0.8,0,0,233.3,3.4,1.8,0,18.5,0,3.4,0,0,25.8,0,0,4.1,0.1,0.1,7.2,0,0,0,0.4,1.6,0,0.1,0.1,0.6,0,8.3
0.2,0.2,2.8,0.1,0.8,0,0,100,3.3,1.5,0,18.5,0,3.3,0,0,26.3,0,0,4.1,0.1,0.1,5.6,0,0,0,0.4,1.5,0,0,0.1,0.5,0,4
0.2,0.1,4,0.1,1.1,0,0,300,3.4,2,0,19.9,0,4.4,0,0,28.3,0,0,4.1,0,0.1,6.3,0,0,0,0.4,1.5,0,0.1,0.1,0.7,0,12
0.4,0.1,2.1,2,0.7,0.1,0,200,3.3,0.2,0,15.9,0.1,3.7,0,0,22.4,0,0,4.2,0.1,0.1,5.4,0,0,0,0.3,1.9,0,0,0.1,0.6,0,2
0.4,0.1,2.7,1.8,0.7,0,0,400,3.1,0.2,0,32.7,0.1,3.9,0,0,48.3,0,0,4.1,0.1,0.1,8.6,0,0,0,0.3,1.8,0,0.1,0.1,1,0,4
0.2,0,2.9,2,0.7,0,0,600,3.1,0.2,0,17.6,0,3.7,0,0,23.4,0,0,4.1,0.1,0.1,5.3,0,0,0,0.3,1.8,0,0,0.1,1,0,6
0.5,0.1,3.4,0.2,0.6,0,0,0,2.4,2,0.1,13.1,0.1,2.2,0,0.1,40.4,0,0,3,0.1,0.1,5.3,0,0,0,0.3,2.3,0,0.1,0.1,0.6,0,0
0.6,0,1.2,0.2,1.3,0,0,0,2.5,1.9,0,17,0.1,4.2,0,0,40.3,0,0,5,0,0.1,6,0,0.1,0,0.4,1.6,0,0,0.1,0.6,0,0
0.6,0,3,0.2,0.6,0,0,0,2.5,2,0,12.6,0.1,2.2,0,0,38.7,0,0,3,0,0.1,5.6,0,0,0,0.4,1.7,0,0.1,0.1,0.5,0,0
0.7,0.1,2.2,0.2,1,0.1,0,333.3,3.3,2.3,0,19.3,0.1,3.9,0,0,27,0,0,5.3,0,0.2,5.6,0,0,0,0.3,2,0,0,0.2,0.8,0,6.7
0.7,0.1,4.4,0.2,1.5,0,0,100,3.2,2.3,0,21.6,0.1,4.3,0,0,32.8,0,0,5.3,0,0.2,5.7,0,0,0,0.3,1.9,0,0.1,0.1,0.9,0,2
0.6,0,3.1,0.2,0.9,0,0,0,3.3,2.3,0,17.9,0,3.8,0,0,25.2,0,0,5.1,0,0.2,5.5,0.1,0,0,0.3,2.1,0,0.1,0.2,1.1,0,0
0.5,0,3.7,0.2,0.9,0.1,0,100,2.5,2.6,0,17.1,0.1,3.6,0,0.1,23.3,0,0,3.3,0.1,0.2,5.3,0,0,0,0.3,2.5,0,0.1,0.2,0.9,0,2
0.5,-0.1,3.4,0.2,0.9,0.1,0,200,2.6,2.5,0,17.1,0.1,3.6,0,0.1,23.5,0,0,3.4,0.1,0.2,5.2,0,0,0,0.3,2.4,0,0.1,0.2,0.7,0,4
0.5,0,3,0.3,0.9,0.1,0,100,2.6,2.7,0,17.1,0.1,3.6,0,0.1,23.6,0,0,3.4,0.1,0.2,5.3,0,0,0,0.4,2.5,0,0.1,0.2,0.7,0,2
0.8,0,11.1,0.1,2.1,0.1,0,100,7.9,2.4,0,45,0,2.3,0,0.1,62.4,0,0,13.1,0.1,0,5.3,0,0,0,0.3,2.3,0,0.2,0.1,1.6,0,2
0.7,0,2.2,0.1,0.6,0.1,0,100,3.3,2.4,0,17.1,0,3.3,0,0.1,23.7,0,0.1,4.3,0.1,0,5.3,0,0,0,0.3,2.3,0,0,0.1,0.6,0,2
0.7,-0.1,11.1,0.1,2.1,0.1,0,100,8,2.5,0,44.7,0,2.1,0,0.1,61.2,0,0,12.4,0.1,0,5.4,0,0,0,0.3,2.4,0,0.2,0.1,1.5,0,2
0.4,0.1,2.2,-0.1,0.5,0.1,0,100,2.2,2.3,0,11.9,0,2,0,0,34.6,0,0,1.3,0.1,0,5.2,0,0,0,0.4,2.6,0.8,0,-0.1,0.3,0,2
0.3,0,1.7,-0.1,0.5,0.1,0,100,2.3,2.1,0,11.8,0,6.1,0,0,33.8,0,0,0,0.1,0,5.2,0,0,0,0.3,2.3,0,0,-0.1,0.3,0,2
0.3,0.1,1.2,-0.1,0.5,0.1,0,100,2.2,2.3,0,44.4,0,1.7,0,0,34.4,0,0,1.1,0.1,0,5.4,0,0,0,0.3,2.5,1.3,0,-0.1,0.3,0,2
0.4,0.1,11.2,0.1,1.9,0.1,0,0,6.1,2.2,0,44.7,0,5.3,0,0,65.2,0,0,12.6,0.1,0.2,6.4,0,0.1,0,0.4,2.2,0,0.2,0.1,4.3,0,0
0.3,0.1,10.5,0.2,1,0.1,0,100,6,2.4,0,22.9,0,1.9,0,0.1,33.4,0,0,21.6,0.1,0.4,5.4,0,0,0,0.3,2.2,0,0.2,0.1,9.6,0,2
0.4,0.1,3.8,0.2,0.7,0.1,0,200,5.1,2.2,0,24.3,0,1.4,0,0,34.2,0,0,9.6,0,0.2,4.9,0,0,0,0.3,2.3,0,0.2,0.2,1.7,0,4
0.2,0.1,0.8,1.1,0.9,0.1,0,200,1.2,7,0,24.1,0,3.6,0,0,34,0,0.1,3.6,0,0.1,4.8,0,0.1,0,0.3,7,0,0,1.1,1.2,0,4
0.3,0.1,1.4,0.2,0.8,0.1,0,100,0.3,2.4,0,23.5,0,2.8,0,0.1,32.7,0,0,2.2,0,0.6,4.8,0,0,0,0.3,2.5,0,0,0.2,1,0,2
0.4,0,1.1,0.2,0.9,0,0,200,3.1,2.7,0,16,0,2.2,0,0,24.9,0,0,5.5,0,0.3,5.5,0,0,0,0.3,2.7,0.2,0,0.1,0.8,0,4
0.6,0.1,7.8,0.3,0.7,0.1,0.1,200,2.2,2.6,0,21.7,0,2.6,0,0,28.7,0,0,3.7,0,0,5.8,0,0,0,0.3,2.5,0,0.2,0.2,2.5,0,4
0.6,0.1,2.3,0.2,0.6,0,0,100,2.4,2.9,0,14,0,1.2,0,0,18.7,0,0,4.4,0,0.1,5.7,0,0,0,0.3,2.8,0,0.1,0.2,0.6,0,2
0.7,0.1,3.5,0.2,0.6,0.2,0,100,3.3,2.5,0,17.2,0,1.7,0,0,23.9,0,0,4.4,0,0.1,5.6,0,0,0,0.4,2.3,0.2,0.1,0.2,0.7,0,2
0.7,0.1,3.9,0.1,0.6,0.1,0.3,100,3.3,2.2,0,17.5,0,2,0,0,23.6,0.3,0,4.9,0.1,0.1,5.7,0,0,0,0.4,2.2,0,0.1,0.1,0.6,0,2
0.5,0.1,4,0.3,0.8,0.1,0.1,300,2.3,2.6,0,19.2,0,1,0,0,26.9,0,-0.1,4.3,0,0.1,5.7,0.1,0,0,0.3,2.7,0,0.1,0.2,0.9,0,6
0.5,0.2,3.1,0.2,0.8,0,0,100,5.3,2.4,0,23.1,0,1,0,0,32.2,0,-0.1,9.1,0.1,0.1,5.6,0.1,0.5,0,0.3,3.1,0.2,0.1,0.2,0.8,0,2
0.6,0.1,6.9,0.3,0.8,0.1,0.2,100,3.6,2.5,0,29,0,3.3,0,0,45.6,0,-0.1,4.8,0,5.6,8.1,0.1,0,0,0.3,2.3,1.8,0.2,0.2,0.9,0,2
0.5,0.1,1.2,0.2,0.6,0.2,0.1,0,3.5,2.7,0,18,0,2,0,0,24.7,0,-0.1,4.4,0.1,0.2,6.4,0,0.1,0,0.3,2.6,1,0,0.3,0.6,0,0
0.6,0.1,4.3,0.3,0.4,0,0.2,100,2.2,3.3,0.1,19.9,0,1.4,0,0.1,26,0,-0.1,5.5,0.1,0.1,7.3,0,0,0,0.3,3.1,0,0.1,0.2,2.5,0,2
0.7,0.1,0.8,0.3,0.4,0.1,0,0,2.7,4,0,13.1,0,2.7,0,0,18.4,0,-0.1,3.4,0.1,0.1,5.8,-0.1,0,0,0.3,2.8,0,0,0.2,0.3,0,0
0.4,0.1,2.3,0.2,0.4,0.1,0.1,0,1.9,3.4,0,10.2,0,2.6,0,0,14,0,0,1.5,0,0.1,7.1,-0.1,0,0,0.3,3.4,0.1,0.3,0.2,0.3,0,0
1.3,0.1,10.7,0.3,0.9,0.3,0.3,100,2,2.9,0,17.3,0,1.2,0,0,24.7,0,0,1.1,0.1,0,6.9,-0.1,0,0,0.3,2.6,0,0.2,0.3,1.5,0,2
1.4,0.1,3.9,0.3,0.4,0.1,0.1,100,2.5,2.3,0,12.3,0,1.2,0,0,17.1,0,0,2.1,0.1,0.1,5.8,0,0,0,0.3,2.4,0.2,0.1,0.2,0.3,0,2
9.9,0.1,49.7,0,1.3,12.3,0,0,17.4,1.1,0,131.2,0,9.1,0,0,187.1,0,0,16.1,0.2,1.3,7.2,0,0.1,0,0.4,1.2,0.4,0.9,0,11.8,0,0
7.7,0.1,24.2,0,1,11.8,0,100,11,3.4,0.1,78.4,0,5,0,0.1,113.6,0,0,17.8,0,1.1,6.8,0,0,0,0.4,4.2,0,0.4,0,8,0,2
7.9,0.1,27.6,0,1.1,12.4,0,0,11.9,3,0.1,88,0,5.1,0,0.1,123.2,0,0,17.7,0,1.3,7,0,0.1,0,0.4,3.1,0,0.5,0,8.8,0,0
6.7,0.1,14.9,1.3,0.9,10.8,0,300,5.1,8,0.1,75.4,0,3.2,0,0.1,104.8,0,0,12.7,0,1,7.4,0,0,0,0.4,7.4,0,0.3,0.9,7,0,6
7.9,0.1,9.2,1.1,1,11.4,0,200,5.9,7.3,0.1,74.9,0,3.7,0,0.1,104.4,0,0,18.3,0,1,7.2,0,0.1,0,0.4,6.1,0,0.2,0.9,7.6,0,4
7.4,0.1,3.2,0.2,0.9,11.9,0.1,200,5.4,3,0.1,68.9,0,3.1,0,0.1,96.8,0,0,20.1,0,1.1,6.8,0,0.1,0,0.4,3,0.4,0.1,0.2,7.6,0,4
8,0.1,19.9,0.1,3.1,12.3,0,100,0.3,1.9,0.1,77.3,0,2.3,0,0.1,108.7,0,0.1,16,0,1.3,7.1,0,0.1,0,0.4,2.1,0,0.4,0.1,10.4,0,2
8.2,0,9.4,0.1,0.6,12.3,0,0,8,1.8,0.1,69.4,0,4.4,0,0.2,98.3,0,0,8.7,0,0.8,7.3,0,0,0,0.4,1.9,0.9,0.3,0.1,5.2,0,0
8.6,0.1,2.4,0.3,1.1,13.4,0,0,6.3,1.9,0,72.6,0,5,0,0.1,102.2,0,0,14.7,0.2,0.9,7.3,0,0,0,0.3,2.1,0.7,0.1,0.3,3.7,0,0
9,0.1,6.6,0.3,1.1,12.5,0,0,5.3,1.7,0,72.6,0,2.5,0,0.1,105.2,0,0,16.5,0,1.2,7.3,0,0,0,0.4,2.1,0,0.1,0.3,6.5,0,0
8.8,0.1,6.8,0.3,1,12.7,0,0,7.8,1.7,0,74.2,0,3,0,0.1,104.8,0,0,13.3,0.1,1.2,7.2,0,0,0,0.3,1.9,0.3,0.1,0.3,4.7,0,0
8.8,0.1,17,0.2,1,12.9,0.1,100,8.8,1.5,0.3,74.5,0,5,0,0.3,107.2,0,0,6.8,0,1.2,7.1,0,0,0,0.3,1.7,0,0.3,0.2,3.2,0,2
8.9,0.1,1,0.2,1.4,14.8,0.1,0,8.5,1.5,0,78.2,0,3.2,0,0.1,110.3,0,0,23.4,0,1,7.2,0,0,0,0.4,1.7,3.4,0,0.2,8.7,0,0
9.1,0.1,1.8,0.1,1.6,15.4,0.1,200,9.1,1.5,0,72.5,0,5.3,0,0.1,103.6,0,0,24.9,0,1.1,7.4,0,0,0,0.4,1.6,3.4,0,0.1,9.5,0,4
9.1,0.1,13.8,0.1,1.7,16.8,0,200,10.2,1.6,0,80.2,0,4.9,0,0,114.5,0,0,18.1,0,1.2,7.5,0,0,0,0.3,1.6,5.5,0.3,0.1,10.4,0,4
9.5,0.1,13,0,1.7,16.5,0,0,10.8,1.5,0,81.5,0,5.2,0,0.1,116.5,0,0,19,0,1.3,7.6,0,0,0,0.3,1.7,5.6,0.2,0.1,10.3,0,0
10.1,0,26.7,0.1,1.6,13.9,0,0,11.6,1.5,0,83.6,0,0.9,0,0.1,119.5,0,0,25.6,0,1.3,7.5,0,0.1,0,0.3,1.6,0,0.5,0.1,10.3,0,0
9.4,0.1,34,0.2,1.9,16.4,0.1,100,13.8,1.4,0,101.2,0,8.5,0,0.1,141.3,0,0,22.9,0.1,1.3,7.6,0,0,0,0.3,1.6,0,0.6,0.2,12,0,2
10.8,0.1,25.4,-0.1,2,15.1,0,200,16.3,1.1,0,110.3,0,10.9,0,0,156.6,0,0,30.5,0,0.7,7.6,0,0,0,0.4,1.3,0,0.6,-0.1,12.8,0,4
10,0,2.2,0.5,2,14.4,0,100,18.5,4.5,0,121.6,0,11.2,0,0,171.5,0,0,50.3,0,1.5,7.6,0,0.1,0,0.3,12.1,0,0,0.8,13.9,0,2
10.2,0.1,47.1,0.1,2,14.3,0,100,18.8,1,0,123.9,0,10.7,0,0,175.2,0,0,24.2,0,1.5,7.6,0,0.2,0,0.8,1.1,1.3,0.9,0.1,14.5,0,2
10.8,0.1,55,0.1,2.1,16.2,0.2,200,21.8,1.3,0,144.2,0,13.3,0,0,205.5,0,0,24.8,0,1.7,7.5,0,0.1,0,0.3,1.4,0.8,0.9,0.2,15.5,2.1,4
11.2,0.1,310.3,0.2,24.9,26.4,0,0,28.7,1.7,0,410.6,0,8.1,0,0.1,578.2,0,-0.1,15.2,0,10,7.6,0.1,0,0,0.4,1.4,1.3,5.2,0.1,43.4,0,0
10.1,0.1,31.3,-0.1,1.9,13,0,0,15.9,2.5,0.1,102.5,0,10.9,0,0.1,145.6,0,-0.1,23.8,0.1,0.7,7.4,0.1,0.1,0,0.3,2.7,0.5,0.6,-0.1,12.2,0,0
8.5,0.1,71.2,0.1,1.9,21.2,0,400,18.5,2.8,0,120.2,0,10.2,0,0.1,170.7,0,-0.1,11.5,0.1,2,7.3,0.1,0.3,0,0.3,2.9,0.6,1.4,0.1,14.9,0,8
5.5,0,20.6,0.1,0.8,9.1,0.2,300,3.6,4,0,34.2,0,1.1,0,0,47.5,0,-0.1,1.9,0.1,0.9,6.8,0,0,0,0.5,3.7,0.6,0.4,0.1,4.5,0.2,6
5.8,0.1,20.6,0.1,0.8,10.1,0.1,100,4.2,3.1,0.1,38.7,0,1.4,0,0.1,53.6,0,-0.1,4.5,0.1,0.9,7.3,0,0,0,0.4,2.7,1,0.5,0.1,5.1,0,2
6.5,0.1,26.6,0.1,0.8,11.2,0.1,0,5.2,2.3,0.1,42.2,0,1.4,0,0.1,59,0,0,4.5,0.1,0.8,7.2,-0.1,0,0,0.4,2.2,0,0.6,0.1,5.1,0,0
7,0.1,19.1,0.1,0.9,12.4,0,0,5.9,2.2,0.1,45.1,0,1.9,0,0.1,65.8,0,0,10.1,0.1,1,7.2,-0.1,0,0,0.4,2.4,0,0.5,0.1,5.7,0,0
6.8,0.1,23.4,0,1,12.3,0.1,200,6.8,2.2,0.1,48.1,0,1.9,0,0.1,70.1,0,0,10,0,0.9,7.3,-0.1,0,0,0.3,2.2,0,0.4,0.1,5.9,0,4
6.9,0.1,21.4,0,1.2,12.5,0,300,7.1,1.9,0,53.8,0,2.5,0,0.1,74.6,0,-0.1,6.9,0.1,1,7.6,-0.1,0,0,0.5,2,2.1,0.4,0,6.1,0,6
7,0.1,21.7,0.1,1.1,13,0.1,200,7.5,2.1,0,55.1,0,2.4,0,0.1,78.5,0,0,11.4,0.1,1,7.6,-0.1,0,0,0.4,2,2,0.4,0.1,6.5,0,4
7.1,0.1,20.2,0.1,1.1,13.5,0.1,400,6,2.1,0,51.3,0,2.6,0,0.1,72.7,0,-0.1,4.7,0,1.1,7.2,-0.1,0,0,0.3,2.1,3.9,0.4,0.1,6.8,0,8
7.3,0.1,16.5,0.1,1.1,12.8,0.1,300,5.7,2,0,49.6,0,2.6,0,0.1,69.4,0,0,3.9,0,1,7.6,-0.1,0,0,0.3,2.2,3.9,0.4,0.1,6.6,0,6
7.1,0.2,28.7,0.2,1,12.9,0.2,300,5.9,2.1,0,49.9,0,2.6,0,0.1,70.2,0,-0.1,5.8,0,1,7.6,-0.1,0,0,0.3,2.1,0,0.6,0.1,6.5,0,6
7.3,0.1,2.3,0.2,0.9,12.2,0.2,400,4.9,2.8,0.1,42.4,0,17.5,0,0.1,58.7,0,0,3.4,0.1,0.8,7.1,0,0,0,0.3,2.8,1.6,0,0.1,5.5,0,8
7,0.1,8.1,0,1,12.5,0.2,100,5.2,2.4,0.1,45.2,0,15.7,0,0.1,63.5,0,0,1.1,0.1,0.9,7.4,0,0,0,0.3,2.3,2.6,0.1,0.1,6,0,2
7.7,0.1,9.7,0.1,1.1,11.9,0.1,200,6,2,0.1,49.4,0,2.5,0,0.1,69.5,0,-0.1,12.4,0,0.9,7.1,-0.1,0,0,0.4,2.2,2.6,0.2,0.1,6.7,0,4
7.8,0.1,11.2,0.1,1,12,0.2,2200,5.9,2,0,49,0,2.4,0,0.1,69.9,0,-0.1,11.4,0.1,0.9,7.4,-0.1,0,0,0.3,2.2,2.5,0.2,0.1,6.4,0,44
8.1,0.1,26.8,0,1.1,12.2,0.2,100,6.2,2,0,52.7,0,2.5,0,0.1,73.7,0,0,8.3,0.5,0.8,7.7,-0.1,0,0,0.4,1.9,0,0.5,0.2,6.9,0,2
8.7,0.1,22.9,0.1,1.1,13.8,0.3,0,7.7,1.6,0.1,63.6,0,5,0,0.1,88.6,0,0,8.7,0,1.2,7.8,0,0,0,0.3,1.7,2.5,0.4,0.1,7.9,0,0
9.1,0.1,24.6,0.1,1.1,13.9,0.2,200,8.3,1.7,0.1,63.8,0,5,0,0.1,89.3,0,0,9.9,0.1,1.1,6.7,0,0,0,0.4,1.7,2.5,0.5,0.1,8.4,0,4
9.9,0.1,67.4,0.1,1.2,22.6,0.3,100,12.3,2.3,0,85.7,0,6.4,0,0.1,120.2,0,0,0.2,0.1,1.3,7.3,0,0,0,0.3,1.7,0,1.2,0.1,10.5,0,2
14.7,0.1,69.7,0.1,4.9,15.5,0,0,6.8,2.2,0.1,96.4,0,2.7,0,0.1,136.8,0,0.1,7.6,0,1.5,7.3,0,0.1,0,0.5,2.3,0,1.2,0.1,13.6,0,0
18.3,0.2,61,1.1,4.5,13.5,0.1,300,3.4,8.2,0.1,76.9,0,2.2,0,0.1,112.4,0,0.1,6.4,0,1.2,7.3,0,0.1,0,0.5,6,0,1.2,1.1,13.2,0,6
15.2,0.1,76.9,0.3,4.6,11.5,0.1,400,3.2,5.3,0,103.9,0.1,2.6,0,0,145.8,0,0,7.3,0,1.6,7.6,0,0.1,0,0.4,5.5,0,1.4,0.3,14.5,0,8
12.5,0,26,0.5,3.1,11.2,0.1,100,2.1,6.7,0,62.1,0.3,1.9,0,0.1,90.3,0,0,9.5,0,1.2,7.5,0,0,0,0.5,8,0.3,0.6,0.5,9.6,0,2
8,0.1,31.3,0.5,2.7,11.1,0.1,600,1.7,7.3,0.2,49.6,0.3,1.4,0,0.4,71.7,0,0,4.4,0,1,7.4,0,0,0,0.7,7,0,0.6,0.4,8.4,0,12
7.7,0.1,7.8,0.4,2.4,11.1,0.1,100,1.5,5.5,0.2,45.7,0.1,0.8,0,0.2,64.5,0,0,15.3,0,0.8,7.2,0,0,0,0.4,5.3,0,0.1,0.4,7.2,0,2
8.2,0,22,0.4,1.9,10.1,0.1,200,1.7,6.9,0.2,30.8,0.1,0.5,0,0.3,45.5,0,0,3.2,0,0.7,7.8,0,0,0,0.5,5.6,0,0.4,0.4,5.7,0,4
7,0.1,8.3,0.4,0.8,6,0.1,400,2,5.3,0.7,40.2,0.4,1.5,0,0.2,56.6,0,0,28.9,0,0.3,7.2,0,0,0.3,0.4,4.6,0,0.2,0.3,4.8,0,8
7.1,0,14.2,0.1,2.7,13.6,0.1,400,1.6,3.6,0.1,42.9,0,0.1,0,0.2,61.3,0,0,11.5,0,0.7,7.5,0,0,0,0.4,3.6,0.8,0.2,0.1,5.8,0,8
8.5,0.2,51.1,0.2,3.8,16.3,0,200,2.3,5.9,0.2,59.8,0.1,0,0,0.2,85.4,0,0,0.1,0,0.9,7.6,0,0,0,0.4,4.9,0,0.9,0.2,8,0,4
9.1,0,15,0.2,3.5,14.1,0,300,2.2,3.5,0.1,54.9,0,0.6,0,0.1,78.5,0,0,11.1,0,0.8,7.7,0,0,0,0.5,3.1,3.7,0.3,0.2,7.2,0,6
9.5,0.1,52.6,0.1,4,15.9,0.1,200,2.8,3,0.1,56.4,0,0.8,0,0.1,79.5,0,0,0.6,0,0.8,7.8,0,0.3,0,0.4,2.9,0.2,1,0.1,8.2,0,4
10.1,0.1,42.4,0.2,4.1,16,0.1,300,2.9,2.3,0.1,64.7,0,2.3,0,0.1,90.2,0,0,6.5,0,0.9,7.7,0,0,0,0.4,2.2,0,0.7,0.2,8.4,0,6
11,0.1,43.1,0.1,4,15.3,0,500,3,2.2,0.1,63.2,0,0.7,0,0.1,91.6,0,0,5.2,0,1,7.5,0,0,0,0.5,2.1,0,0.8,0.1,8,0,10
12.1,0.1,64.4,0.1,4.9,16.1,0,300,3.7,2.4,0,74.2,0,1.2,0,0.1,105.2,0,0,1.8,0,1.2,7.6,0,0.1,0,0.4,2.3,0,1.1,0.1,9.7,0,6
12.5,0.1,64.6,0,5.1,16.8,0.1,400,3.7,2.5,0,74.6,0,1,0,0.1,105.2,0,0,0,0,0.4,7.9,0,0,0,0.4,2.2,0,1.2,0,9.5,0,8
13.7,0.1,68.8,0.1,5.6,17.2,0,300,4.2,1.9,0,85.2,0,1.3,0,0.1,121.2,0,0,0.2,0,0.5,8,0,0,0,0.3,2.1,0.7,1.2,0.1,10.6,0,6
13.8,0.1,71,0.1,5.5,15.9,0,200,4.4,2.2,0,88.4,0,1.3,0,0.1,124.5,0,0,1,0,1.2,8,0,0.1,0,0.3,2.5,0,1.2,0.1,11.1,0,4
13.6,0,75.3,0.1,6.1,18.6,0.1,300,5.4,2.3,0,97.1,0,1.2,0,0.1,137.6,0,0,4.2,0,1.5,8.1,0,0,0,0.3,2.4,1.5,1.3,0.1,12.8,0,6
14.8,0,31.2,0.3,5.9,15.6,0.1,200,4.8,2.7,0.1,84.6,0,1.9,0,0.1,119.5,0,-0.1,25.4,0,0,8,0.1,0,0,0.5,2.6,0.3,0.6,0.1,11.8,0,4
15,0.1,75.7,0,6.1,16.5,0.1,200,5.1,2.1,0,93.7,0,1.6,0,0.1,132.7,0,-0.1,1,0.1,0,7.8,0.1,0.3,0,0.3,2,0.6,1.4,-0.1,12.1,0,4
14.7,0.1,59.8,0.1,5.4,14.7,0.1,0,4.4,1.9,0,78.4,0,1.9,0,0.1,114.1,0,0,2.2,0,0.3,7.8,0.1,0.1,0,0.3,1.8,1,1.1,0.1,9.8,0,0
15.2,0.1,104.5,0.4,7.6,25.6,0.1,400,8.8,2.5,0,141.2,0,3.7,0,0.1,200.6,0,0,2.9,0.1,2.1,7.8,0.1,0,0,0.3,2.2,2.8,2,0.3,19.3,0,8
14.5,0.1,102.5,0.3,7.5,24.5,0.1,300,8.5,2.2,0,136,0,3.5,0,0.1,194.2,0,0,7.6,0.1,2,7.8,0,0.1,0,0.3,2.2,0.8,1.7,0.3,18.5,0,6
14.9,0.1,69.1,0.2,4.6,15.5,0.1,100,5.3,2.3,0.1,89.2,0,2.3,0,0.1,129.4,0,0,3.3,0.1,1.2,8,0,0.1,0,0.3,2.1,0.5,1.3,0.2,12.9,0,2
15.6,0,74.2,0.2,4.8,15.6,0.3,100,5.4,2,0,95.6,0,2.5,0,0.1,134.5,0,0,0.8,0.1,1.2,7.9,0,0.1,0,0.3,1.9,0.5,1.4,0.2,13.4,0,2
16.4,0.1,77.8,0.2,5.2,15.2,0.1,100,6,2.4,0.1,97.1,0,2.5,0,0.1,139.3,0,0,0.1,0,1.2,7.8,-0.1,0,0,0.3,2.3,0.7,1.4,0.2,13.4,0,2
11.8,0.1,60.2,0.3,4.6,14.4,0.1,0,3.8,6.5,0.2,84.3,0.1,2.8,0,0.2,119.5,0,0,2.6,0,1.4,7.8,-0.1,0,0,0.4,6.3,0.8,1.3,0.3,11.9,0,0
10,0.1,48.5,0.3,3.4,12,0.2,400,2.9,6.5,0.2,62.7,0,1.8,0,0.2,88.2,0,0,0.1,0,1.1,7.8,-0.1,0,0,0.4,6.4,1.1,0.8,0.3,8.8,0,8
7.6,0.1,10.2,0.2,2.6,11.9,0.3,400,2,5.6,0.2,46.2,0.1,21.6,0,0.2,65.2,0,0,1,0,0.8,7.5,0,0.1,0,0.4,5.2,0,0.2,0.2,6.4,0,8
8.2,0.1,18.4,0.2,2.5,12.3,0.1,300,2,6.3,0.2,45.7,0.1,14.7,0,0.2,63.1,0,0,0.6,0.1,0.8,7.5,0,0.1,0,0.3,5.6,0,0.4,0.2,6.4,0.5,6
6.3,0.1,28,0.2,2.1,10.5,0,400,1.7,5,0.1,35.7,0,0.6,0,0.2,51.7,0,-0.1,1.1,0.1,0.6,7.6,-0.1,0,0,0.4,4.4,0,0.5,0.2,4.9,0.1,8
7.5,0.2,29.5,0.2,2.3,11.5,0.1,200,1.7,4.4,0.1,39.6,0,0.7,0,0.2,57.8,0,-0.1,2.9,0.1,0.6,7.7,-0.1,0,0,0.3,3.7,0,0.6,0.2,5.6,0,4
8.8,0.1,35.4,0.2,2.7,11.2,0,566.7,1.9,5.9,0.2,47.6,0,0.7,0,0.3,67.4,0,0,1.4,0,0.7,7.6,-0.1,0,0,0.4,5.4,0,0.7,0.2,6.8,0,11.3
